,ElementName,ElementType,s,Profile
0,_BEGIN_,MARK,0.0,0.0
1,MA_SEPT,MAXAMP,0.0,0.0
2,SEPT2,DRIF,0.0,0.0
3,SEPT2,DRIF,0.00841,0.0
4,SEPT2,DRIF,0.00841,0.0
5,SEPT2,DRIF,0.01682,0.0
6,SEPT2,DRIF,0.01682,0.0
7,SEPT2,DRIF,0.02523,0.0
8,SEPT2,DRIF,0.02523,0.0
9,SEPT2,DRIF,0.03364,0.0
10,SEPT2,DRIF,0.03364,0.0
11,SEPT2,DRIF,0.04205,0.0
12,SEPT2,DRIF,0.04205,0.0
13,SEPT2,DRIF,0.05046,0.0
14,SEPT2,DRIF,0.05046,0.0
15,SEPT2,DRIF,0.05887,0.0
16,SEPT2,DRIF,0.05887,0.0
17,SEPT2,DRIF,0.06728,0.0
18,SEPT2,DRIF,0.06728,0.0
19,SEPT2,DRIF,0.07569,0.0
20,SEPT2,DRIF,0.07569,0.0
21,SEPT2,DRIF,0.0841,0.0
22,SEPT2,DRIF,0.0841,0.0
23,SEPT2,DRIF,0.09251,0.0
24,SEPT2,DRIF,0.09251,0.0
25,SEPT2,DRIF,0.10092,0.0
26,SEPT2,DRIF,0.10092,0.0
27,SEPT2,DRIF,0.10933,0.0
28,SEPT2,DRIF,0.10933,0.0
29,SEPT2,DRIF,0.11774,0.0
30,SEPT2,DRIF,0.11774,0.0
31,SEPT2,DRIF,0.12615,0.0
32,SEPT2,DRIF,0.12615,0.0
33,SEPT2,DRIF,0.13456,0.0
34,SEPT2,DRIF,0.13456,0.0
35,SEPT2,DRIF,0.14297,0.0
36,SEPT2,DRIF,0.14297,0.0
37,SEPT2,DRIF,0.15138,0.0
38,SEPT2,DRIF,0.15138,0.0
39,SEPT2,DRIF,0.15979,0.0
40,SEPT2,DRIF,0.15979,0.0
41,SEPT2,DRIF,0.1682,0.0
42,SEPT2,DRIF,0.1682,0.0
43,SEPT2,DRIF,0.17661,0.0
44,SEPT2,DRIF,0.17661,0.0
45,SEPT2,DRIF,0.18502,0.0
46,SEPT2,DRIF,0.18502,0.0
47,SEPT2,DRIF,0.19343,0.0
48,SEPT2,DRIF,0.19343,0.0
49,SEPT2,DRIF,0.20184,0.0
50,SEPT2,DRIF,0.20184,0.0
51,SEPT2,DRIF,0.21025,0.0
52,SEPT2,DRIF,0.21025,0.0
53,SEPT2,DRIF,0.21866,0.0
54,SEPT2,DRIF,0.21866,0.0
55,SEPT2,DRIF,0.22707,0.0
56,SEPT2,DRIF,0.22707,0.0
57,SEPT2,DRIF,0.23548,0.0
58,SEPT2,DRIF,0.23548,0.0
59,SEPT2,DRIF,0.24389,0.0
60,SEPT2,DRIF,0.24389,0.0
61,SEPT2,DRIF,0.2523,0.0
62,SEPT2,DRIF,0.2523,0.0
63,SEPT2,DRIF,0.26071,0.0
64,SEPT2,DRIF,0.26071,0.0
65,SEPT2,DRIF,0.26912,0.0
66,SEPT2,DRIF,0.26912,0.0
67,SEPT2,DRIF,0.27753,0.0
68,SEPT2,DRIF,0.27753,0.0
69,SEPT2,DRIF,0.28594,0.0
70,SEPT2,DRIF,0.28594,0.0
71,SEPT2,DRIF,0.29435,0.0
72,SEPT2,DRIF,0.29435,0.0
73,SEPT2,DRIF,0.30276,0.0
74,SEPT2,DRIF,0.30276,0.0
75,SEPT2,DRIF,0.31117,0.0
76,SEPT2,DRIF,0.31117,0.0
77,SEPT2,DRIF,0.31958,0.0
78,SEPT2,DRIF,0.31958,0.0
79,SEPT2,DRIF,0.32799,0.0
80,SEPT2,DRIF,0.32799,0.0
81,SEPT2,DRIF,0.3364,0.0
82,SEPT2,DRIF,0.3364,0.0
83,SEPT2,DRIF,0.34481,0.0
84,SEPT2,DRIF,0.34481,0.0
85,SEPT2,DRIF,0.35322,0.0
86,SEPT2,DRIF,0.35322,0.0
87,SEPT2,DRIF,0.36163,0.0
88,SEPT2,DRIF,0.36163,0.0
89,SEPT2,DRIF,0.37004,0.0
90,SEPT2,DRIF,0.37004,0.0
91,SEPT2,DRIF,0.37845,0.0
92,SEPT2,DRIF,0.37845,0.0
93,SEPT2,DRIF,0.38686,0.0
94,SEPT2,DRIF,0.38686,0.0
95,SEPT2,DRIF,0.39527,0.0
96,SEPT2,DRIF,0.39527,0.0
97,SEPT2,DRIF,0.40368,0.0
98,SEPT2,DRIF,0.40368,0.0
99,SEPT2,DRIF,0.41209,0.0
100,SEPT2,DRIF,0.41209,0.0
101,SEPT2,DRIF,0.4205,0.0
102,MA_80,MAXAMP,0.4205,0.0
103,E_INJ,MARK,0.4205,0.0
104,D_SM2_LK3,DRIF,0.4205,0.0
105,D_SM2_LK3,DRIF,0.422738,0.0
106,D_SM2_LK3,DRIF,0.422738,0.0
107,D_SM2_LK3,DRIF,0.424976,0.0
108,D_SM2_LK3,DRIF,0.424976,0.0
109,D_SM2_LK3,DRIF,0.427214,0.0
110,D_SM2_LK3,DRIF,0.427214,0.0
111,D_SM2_LK3,DRIF,0.429452,0.0
112,D_SM2_LK3,DRIF,0.429452,0.0
113,D_SM2_LK3,DRIF,0.43169,0.0
114,D_SM2_LK3,DRIF,0.43169,0.0
115,D_SM2_LK3,DRIF,0.433928,0.0
116,D_SM2_LK3,DRIF,0.433928,0.0
117,D_SM2_LK3,DRIF,0.436166,0.0
118,D_SM2_LK3,DRIF,0.436166,0.0
119,D_SM2_LK3,DRIF,0.438404,0.0
120,D_SM2_LK3,DRIF,0.438404,0.0
121,D_SM2_LK3,DRIF,0.440642,0.0
122,D_SM2_LK3,DRIF,0.440642,0.0
123,D_SM2_LK3,DRIF,0.44288,0.0
124,D_SM2_LK3,DRIF,0.44288,0.0
125,D_SM2_LK3,DRIF,0.445118,0.0
126,D_SM2_LK3,DRIF,0.445118,0.0
127,D_SM2_LK3,DRIF,0.447356,0.0
128,D_SM2_LK3,DRIF,0.447356,0.0
129,D_SM2_LK3,DRIF,0.449594,0.0
130,D_SM2_LK3,DRIF,0.449594,0.0
131,D_SM2_LK3,DRIF,0.451832,0.0
132,D_SM2_LK3,DRIF,0.451832,0.0
133,D_SM2_LK3,DRIF,0.45407,0.0
134,D_SM2_LK3,DRIF,0.45407,0.0
135,D_SM2_LK3,DRIF,0.456308,0.0
136,D_SM2_LK3,DRIF,0.456308,0.0
137,D_SM2_LK3,DRIF,0.458546,0.0
138,D_SM2_LK3,DRIF,0.458546,0.0
139,D_SM2_LK3,DRIF,0.460784,0.0
140,D_SM2_LK3,DRIF,0.460784,0.0
141,D_SM2_LK3,DRIF,0.463022,0.0
142,D_SM2_LK3,DRIF,0.463022,0.0
143,D_SM2_LK3,DRIF,0.46526,0.0
144,D_SM2_LK3,DRIF,0.46526,0.0
145,D_SM2_LK3,DRIF,0.467498,0.0
146,D_SM2_LK3,DRIF,0.467498,0.0
147,D_SM2_LK3,DRIF,0.469736,0.0
148,D_SM2_LK3,DRIF,0.469736,0.0
149,D_SM2_LK3,DRIF,0.471974,0.0
150,D_SM2_LK3,DRIF,0.471974,0.0
151,D_SM2_LK3,DRIF,0.474212,0.0
152,D_SM2_LK3,DRIF,0.474212,0.0
153,D_SM2_LK3,DRIF,0.47645,0.0
154,D_SM2_LK3,DRIF,0.47645,0.0
155,D_SM2_LK3,DRIF,0.478688,0.0
156,D_SM2_LK3,DRIF,0.478688,0.0
157,D_SM2_LK3,DRIF,0.480926,0.0
158,D_SM2_LK3,DRIF,0.480926,0.0
159,D_SM2_LK3,DRIF,0.483164,0.0
160,D_SM2_LK3,DRIF,0.483164,0.0
161,D_SM2_LK3,DRIF,0.485402,0.0
162,D_SM2_LK3,DRIF,0.485402,0.0
163,D_SM2_LK3,DRIF,0.48764,0.0
164,D_SM2_LK3,DRIF,0.48764,0.0
165,D_SM2_LK3,DRIF,0.489878,0.0
166,D_SM2_LK3,DRIF,0.489878,0.0
167,D_SM2_LK3,DRIF,0.492116,0.0
168,D_SM2_LK3,DRIF,0.492116,0.0
169,D_SM2_LK3,DRIF,0.494354,0.0
170,D_SM2_LK3,DRIF,0.494354,0.0
171,D_SM2_LK3,DRIF,0.496592,0.0
172,D_SM2_LK3,DRIF,0.496592,0.0
173,D_SM2_LK3,DRIF,0.49883,0.0
174,D_SM2_LK3,DRIF,0.49883,0.0
175,D_SM2_LK3,DRIF,0.501068,0.0
176,D_SM2_LK3,DRIF,0.501068,0.0
177,D_SM2_LK3,DRIF,0.503306,0.0
178,D_SM2_LK3,DRIF,0.503306,0.0
179,D_SM2_LK3,DRIF,0.505544,0.0
180,D_SM2_LK3,DRIF,0.505544,0.0
181,D_SM2_LK3,DRIF,0.507782,0.0
182,D_SM2_LK3,DRIF,0.507782,0.0
183,D_SM2_LK3,DRIF,0.51002,0.0
184,D_SM2_LK3,DRIF,0.51002,0.0
185,D_SM2_LK3,DRIF,0.512258,0.0
186,D_SM2_LK3,DRIF,0.512258,0.0
187,D_SM2_LK3,DRIF,0.514496,0.0
188,D_SM2_LK3,DRIF,0.514496,0.0
189,D_SM2_LK3,DRIF,0.516734,0.0
190,D_SM2_LK3,DRIF,0.516734,0.0
191,D_SM2_LK3,DRIF,0.518972,0.0
192,D_SM2_LK3,DRIF,0.518972,0.0
193,D_SM2_LK3,DRIF,0.52121,0.0
194,D_SM2_LK3,DRIF,0.52121,0.0
195,D_SM2_LK3,DRIF,0.523448,0.0
196,D_SM2_LK3,DRIF,0.523448,0.0
197,D_SM2_LK3,DRIF,0.525686,0.0
198,D_SM2_LK3,DRIF,0.525686,0.0
199,D_SM2_LK3,DRIF,0.527924,0.0
200,D_SM2_LK3,DRIF,0.527924,0.0
201,D_SM2_LK3,DRIF,0.530162,0.0
202,D_SM2_LK3,DRIF,0.530162,0.0
203,D_SM2_LK3,DRIF,0.5324,0.0
204,LK3,MONI,0.5324,0.0
205,LK3,MONI,0.5324,0.125
206,LK3,MONI,0.5324,0.0
207,LK3,MONI,0.5324,-0.125
208,LK3,MONI,0.5324,0.0
209,LK3,MONI,0.5324,0.0
210,D_LK3_3F3,DRIF,0.5324,0.0
211,D_LK3_3F3,DRIF,0.5337343,0.0
212,D_LK3_3F3,DRIF,0.5337343,0.0
213,D_LK3_3F3,DRIF,0.5350686,0.0
214,D_LK3_3F3,DRIF,0.5350686,0.0
215,D_LK3_3F3,DRIF,0.5364029,0.0
216,D_LK3_3F3,DRIF,0.5364029,0.0
217,D_LK3_3F3,DRIF,0.5377372,0.0
218,D_LK3_3F3,DRIF,0.5377372,0.0
219,D_LK3_3F3,DRIF,0.5390715,0.0
220,D_LK3_3F3,DRIF,0.5390715,0.0
221,D_LK3_3F3,DRIF,0.5404058,0.0
222,D_LK3_3F3,DRIF,0.5404058,0.0
223,D_LK3_3F3,DRIF,0.5417401,0.0
224,D_LK3_3F3,DRIF,0.5417401,0.0
225,D_LK3_3F3,DRIF,0.5430744,0.0
226,D_LK3_3F3,DRIF,0.5430744,0.0
227,D_LK3_3F3,DRIF,0.5444087,0.0
228,D_LK3_3F3,DRIF,0.5444087,0.0
229,D_LK3_3F3,DRIF,0.545743,0.0
230,D_LK3_3F3,DRIF,0.545743,0.0
231,D_LK3_3F3,DRIF,0.5470773,0.0
232,D_LK3_3F3,DRIF,0.5470773,0.0
233,D_LK3_3F3,DRIF,0.5484116,0.0
234,D_LK3_3F3,DRIF,0.5484116,0.0
235,D_LK3_3F3,DRIF,0.5497459,0.0
236,D_LK3_3F3,DRIF,0.5497459,0.0
237,D_LK3_3F3,DRIF,0.5510802,0.0
238,D_LK3_3F3,DRIF,0.5510802,0.0
239,D_LK3_3F3,DRIF,0.5524145,0.0
240,D_LK3_3F3,DRIF,0.5524145,0.0
241,D_LK3_3F3,DRIF,0.5537488,0.0
242,D_LK3_3F3,DRIF,0.5537488,0.0
243,D_LK3_3F3,DRIF,0.5550831,0.0
244,D_LK3_3F3,DRIF,0.5550831,0.0
245,D_LK3_3F3,DRIF,0.5564174,0.0
246,D_LK3_3F3,DRIF,0.5564174,0.0
247,D_LK3_3F3,DRIF,0.5577517,0.0
248,D_LK3_3F3,DRIF,0.5577517,0.0
249,D_LK3_3F3,DRIF,0.559086,0.0
250,D_LK3_3F3,DRIF,0.559086,0.0
251,D_LK3_3F3,DRIF,0.5604203,0.0
252,D_LK3_3F3,DRIF,0.5604203,0.0
253,D_LK3_3F3,DRIF,0.5617546,0.0
254,D_LK3_3F3,DRIF,0.5617546,0.0
255,D_LK3_3F3,DRIF,0.5630889,0.0
256,D_LK3_3F3,DRIF,0.5630889,0.0
257,D_LK3_3F3,DRIF,0.5644232,0.0
258,D_LK3_3F3,DRIF,0.5644232,0.0
259,D_LK3_3F3,DRIF,0.5657575,0.0
260,D_LK3_3F3,DRIF,0.5657575,0.0
261,D_LK3_3F3,DRIF,0.5670918,0.0
262,D_LK3_3F3,DRIF,0.5670918,0.0
263,D_LK3_3F3,DRIF,0.5684261,0.0
264,D_LK3_3F3,DRIF,0.5684261,0.0
265,D_LK3_3F3,DRIF,0.5697604,0.0
266,D_LK3_3F3,DRIF,0.5697604,0.0
267,D_LK3_3F3,DRIF,0.5710947,0.0
268,D_LK3_3F3,DRIF,0.5710947,0.0
269,D_LK3_3F3,DRIF,0.572429,0.0
270,D_LK3_3F3,DRIF,0.572429,0.0
271,D_LK3_3F3,DRIF,0.5737633,0.0
272,D_LK3_3F3,DRIF,0.5737633,0.0
273,D_LK3_3F3,DRIF,0.5750976,0.0
274,D_LK3_3F3,DRIF,0.5750976,0.0
275,D_LK3_3F3,DRIF,0.5764319,0.0
276,D_LK3_3F3,DRIF,0.5764319,0.0
277,D_LK3_3F3,DRIF,0.5777662,0.0
278,D_LK3_3F3,DRIF,0.5777662,0.0
279,D_LK3_3F3,DRIF,0.5791005,0.0
280,D_LK3_3F3,DRIF,0.5791005,0.0
281,D_LK3_3F3,DRIF,0.5804348,0.0
282,D_LK3_3F3,DRIF,0.5804348,0.0
283,D_LK3_3F3,DRIF,0.5817691,0.0
284,D_LK3_3F3,DRIF,0.5817691,0.0
285,D_LK3_3F3,DRIF,0.5831034,0.0
286,D_LK3_3F3,DRIF,0.5831034,0.0
287,D_LK3_3F3,DRIF,0.5844377,0.0
288,D_LK3_3F3,DRIF,0.5844377,0.0
289,D_LK3_3F3,DRIF,0.585772,0.0
290,D_LK3_3F3,DRIF,0.585772,0.0
291,D_LK3_3F3,DRIF,0.5871063,0.0
292,D_LK3_3F3,DRIF,0.5871063,0.0
293,D_LK3_3F3,DRIF,0.5884406,0.0
294,D_LK3_3F3,DRIF,0.5884406,0.0
295,D_LK3_3F3,DRIF,0.5897749,0.0
296,D_LK3_3F3,DRIF,0.5897749,0.0
297,D_LK3_3F3,DRIF,0.5911092,0.0
298,D_LK3_3F3,DRIF,0.5911092,0.0
299,D_LK3_3F3,DRIF,0.5924435,0.0
300,D_LK3_3F3,DRIF,0.5924435,0.0
301,D_LK3_3F3,DRIF,0.5937778,0.0
302,D_LK3_3F3,DRIF,0.5937778,0.0
303,D_LK3_3F3,DRIF,0.5951121,0.0
304,D_LK3_3F3,DRIF,0.5951121,0.0
305,D_LK3_3F3,DRIF,0.5964464,0.0
306,D_LK3_3F3,DRIF,0.5964464,0.0
307,D_LK3_3F3,DRIF,0.5977807,0.0
308,D_LK3_3F3,DRIF,0.5977807,0.0
309,D_LK3_3F3,DRIF,0.599115,0.0
310,Q3F3,QUAD,0.599115,0.0
311,Q3F3,QUAD,0.599115,1.0
312,Q3F3,QUAD,0.6030464,1.0
313,Q3F3,QUAD,0.6030464,0.0
314,Q3F3,QUAD,0.599115,0.0
315,Q3F3,QUAD,0.6030464,0.0
316,Q3F3,QUAD,0.6030464,0.0
317,Q3F3,QUAD,0.6030464,1.0
318,Q3F3,QUAD,0.6069778,1.0
319,Q3F3,QUAD,0.6069778,0.0
320,Q3F3,QUAD,0.6030464,0.0
321,Q3F3,QUAD,0.6069778,0.0
322,Q3F3,QUAD,0.6069778,0.0
323,Q3F3,QUAD,0.6069778,1.0
324,Q3F3,QUAD,0.6109092,1.0
325,Q3F3,QUAD,0.6109092,0.0
326,Q3F3,QUAD,0.6069778,0.0
327,Q3F3,QUAD,0.6109092,0.0
328,Q3F3,QUAD,0.6109092,0.0
329,Q3F3,QUAD,0.6109092,1.0
330,Q3F3,QUAD,0.6148406,1.0
331,Q3F3,QUAD,0.6148406,0.0
332,Q3F3,QUAD,0.6109092,0.0
333,Q3F3,QUAD,0.6148406,0.0
334,Q3F3,QUAD,0.6148406,0.0
335,Q3F3,QUAD,0.6148406,1.0
336,Q3F3,QUAD,0.618772,1.0
337,Q3F3,QUAD,0.618772,0.0
338,Q3F3,QUAD,0.6148406,0.0
339,Q3F3,QUAD,0.618772,0.0
340,Q3F3,QUAD,0.618772,0.0
341,Q3F3,QUAD,0.618772,1.0
342,Q3F3,QUAD,0.6227034,1.0
343,Q3F3,QUAD,0.6227034,0.0
344,Q3F3,QUAD,0.618772,0.0
345,Q3F3,QUAD,0.6227034,0.0
346,Q3F3,QUAD,0.6227034,0.0
347,Q3F3,QUAD,0.6227034,1.0
348,Q3F3,QUAD,0.6266348,1.0
349,Q3F3,QUAD,0.6266348,0.0
350,Q3F3,QUAD,0.6227034,0.0
351,Q3F3,QUAD,0.6266348,0.0
352,Q3F3,QUAD,0.6266348,0.0
353,Q3F3,QUAD,0.6266348,1.0
354,Q3F3,QUAD,0.6305662,1.0
355,Q3F3,QUAD,0.6305662,0.0
356,Q3F3,QUAD,0.6266348,0.0
357,Q3F3,QUAD,0.6305662,0.0
358,Q3F3,QUAD,0.6305662,0.0
359,Q3F3,QUAD,0.6305662,1.0
360,Q3F3,QUAD,0.6344976,1.0
361,Q3F3,QUAD,0.6344976,0.0
362,Q3F3,QUAD,0.6305662,0.0
363,Q3F3,QUAD,0.6344976,0.0
364,Q3F3,QUAD,0.6344976,0.0
365,Q3F3,QUAD,0.6344976,1.0
366,Q3F3,QUAD,0.638429,1.0
367,Q3F3,QUAD,0.638429,0.0
368,Q3F3,QUAD,0.6344976,0.0
369,Q3F3,QUAD,0.638429,0.0
370,Q3F3,QUAD,0.638429,0.0
371,Q3F3,QUAD,0.638429,1.0
372,Q3F3,QUAD,0.6423604,1.0
373,Q3F3,QUAD,0.6423604,0.0
374,Q3F3,QUAD,0.638429,0.0
375,Q3F3,QUAD,0.6423604,0.0
376,Q3F3,QUAD,0.6423604,0.0
377,Q3F3,QUAD,0.6423604,1.0
378,Q3F3,QUAD,0.6462918,1.0
379,Q3F3,QUAD,0.6462918,0.0
380,Q3F3,QUAD,0.6423604,0.0
381,Q3F3,QUAD,0.6462918,0.0
382,Q3F3,QUAD,0.6462918,0.0
383,Q3F3,QUAD,0.6462918,1.0
384,Q3F3,QUAD,0.6502232,1.0
385,Q3F3,QUAD,0.6502232,0.0
386,Q3F3,QUAD,0.6462918,0.0
387,Q3F3,QUAD,0.6502232,0.0
388,Q3F3,QUAD,0.6502232,0.0
389,Q3F3,QUAD,0.6502232,1.0
390,Q3F3,QUAD,0.6541546,1.0
391,Q3F3,QUAD,0.6541546,0.0
392,Q3F3,QUAD,0.6502232,0.0
393,Q3F3,QUAD,0.6541546,0.0
394,Q3F3,QUAD,0.6541546,0.0
395,Q3F3,QUAD,0.6541546,1.0
396,Q3F3,QUAD,0.658086,1.0
397,Q3F3,QUAD,0.658086,0.0
398,Q3F3,QUAD,0.6541546,0.0
399,Q3F3,QUAD,0.658086,0.0
400,Q3F3,QUAD,0.658086,0.0
401,Q3F3,QUAD,0.658086,1.0
402,Q3F3,QUAD,0.6620174,1.0
403,Q3F3,QUAD,0.6620174,0.0
404,Q3F3,QUAD,0.658086,0.0
405,Q3F3,QUAD,0.6620174,0.0
406,Q3F3,QUAD,0.6620174,0.0
407,Q3F3,QUAD,0.6620174,1.0
408,Q3F3,QUAD,0.6659488,1.0
409,Q3F3,QUAD,0.6659488,0.0
410,Q3F3,QUAD,0.6620174,0.0
411,Q3F3,QUAD,0.6659488,0.0
412,Q3F3,QUAD,0.6659488,0.0
413,Q3F3,QUAD,0.6659488,1.0
414,Q3F3,QUAD,0.6698802,1.0
415,Q3F3,QUAD,0.6698802,0.0
416,Q3F3,QUAD,0.6659488,0.0
417,Q3F3,QUAD,0.6698802,0.0
418,Q3F3,QUAD,0.6698802,0.0
419,Q3F3,QUAD,0.6698802,1.0
420,Q3F3,QUAD,0.6738116,1.0
421,Q3F3,QUAD,0.6738116,0.0
422,Q3F3,QUAD,0.6698802,0.0
423,Q3F3,QUAD,0.6738116,0.0
424,Q3F3,QUAD,0.6738116,0.0
425,Q3F3,QUAD,0.6738116,1.0
426,Q3F3,QUAD,0.677743,1.0
427,Q3F3,QUAD,0.677743,0.0
428,Q3F3,QUAD,0.6738116,0.0
429,Q3F3,QUAD,0.677743,0.0
430,Q3F3,QUAD,0.677743,0.0
431,Q3F3,QUAD,0.677743,1.0
432,Q3F3,QUAD,0.6816744,1.0
433,Q3F3,QUAD,0.6816744,0.0
434,Q3F3,QUAD,0.677743,0.0
435,Q3F3,QUAD,0.6816744,0.0
436,Q3F3,QUAD,0.6816744,0.0
437,Q3F3,QUAD,0.6816744,1.0
438,Q3F3,QUAD,0.6856058,1.0
439,Q3F3,QUAD,0.6856058,0.0
440,Q3F3,QUAD,0.6816744,0.0
441,Q3F3,QUAD,0.6856058,0.0
442,Q3F3,QUAD,0.6856058,0.0
443,Q3F3,QUAD,0.6856058,1.0
444,Q3F3,QUAD,0.6895372,1.0
445,Q3F3,QUAD,0.6895372,0.0
446,Q3F3,QUAD,0.6856058,0.0
447,Q3F3,QUAD,0.6895372,0.0
448,Q3F3,QUAD,0.6895372,0.0
449,Q3F3,QUAD,0.6895372,1.0
450,Q3F3,QUAD,0.6934686,1.0
451,Q3F3,QUAD,0.6934686,0.0
452,Q3F3,QUAD,0.6895372,0.0
453,Q3F3,QUAD,0.6934686,0.0
454,Q3F3,QUAD,0.6934686,0.0
455,Q3F3,QUAD,0.6934686,1.0
456,Q3F3,QUAD,0.6974,1.0
457,Q3F3,QUAD,0.6974,0.0
458,Q3F3,QUAD,0.6934686,0.0
459,Q3F3,QUAD,0.6974,0.0
460,Q3F3,QUAD,0.6974,0.0
461,Q3F3,QUAD,0.6974,1.0
462,Q3F3,QUAD,0.7013314,1.0
463,Q3F3,QUAD,0.7013314,0.0
464,Q3F3,QUAD,0.6974,0.0
465,Q3F3,QUAD,0.7013314,0.0
466,Q3F3,QUAD,0.7013314,0.0
467,Q3F3,QUAD,0.7013314,1.0
468,Q3F3,QUAD,0.7052628,1.0
469,Q3F3,QUAD,0.7052628,0.0
470,Q3F3,QUAD,0.7013314,0.0
471,Q3F3,QUAD,0.7052628,0.0
472,Q3F3,QUAD,0.7052628,0.0
473,Q3F3,QUAD,0.7052628,1.0
474,Q3F3,QUAD,0.7091942,1.0
475,Q3F3,QUAD,0.7091942,0.0
476,Q3F3,QUAD,0.7052628,0.0
477,Q3F3,QUAD,0.7091942,0.0
478,Q3F3,QUAD,0.7091942,0.0
479,Q3F3,QUAD,0.7091942,1.0
480,Q3F3,QUAD,0.7131256,1.0
481,Q3F3,QUAD,0.7131256,0.0
482,Q3F3,QUAD,0.7091942,0.0
483,Q3F3,QUAD,0.7131256,0.0
484,Q3F3,QUAD,0.7131256,0.0
485,Q3F3,QUAD,0.7131256,1.0
486,Q3F3,QUAD,0.717057,1.0
487,Q3F3,QUAD,0.717057,0.0
488,Q3F3,QUAD,0.7131256,0.0
489,Q3F3,QUAD,0.717057,0.0
490,Q3F3,QUAD,0.717057,0.0
491,Q3F3,QUAD,0.717057,1.0
492,Q3F3,QUAD,0.7209884,1.0
493,Q3F3,QUAD,0.7209884,0.0
494,Q3F3,QUAD,0.717057,0.0
495,Q3F3,QUAD,0.7209884,0.0
496,Q3F3,QUAD,0.7209884,0.0
497,Q3F3,QUAD,0.7209884,1.0
498,Q3F3,QUAD,0.7249198,1.0
499,Q3F3,QUAD,0.7249198,0.0
500,Q3F3,QUAD,0.7209884,0.0
501,Q3F3,QUAD,0.7249198,0.0
502,Q3F3,QUAD,0.7249198,0.0
503,Q3F3,QUAD,0.7249198,1.0
504,Q3F3,QUAD,0.7288512,1.0
505,Q3F3,QUAD,0.7288512,0.0
506,Q3F3,QUAD,0.7249198,0.0
507,Q3F3,QUAD,0.7288512,0.0
508,Q3F3,QUAD,0.7288512,0.0
509,Q3F3,QUAD,0.7288512,1.0
510,Q3F3,QUAD,0.7327826,1.0
511,Q3F3,QUAD,0.7327826,0.0
512,Q3F3,QUAD,0.7288512,0.0
513,Q3F3,QUAD,0.7327826,0.0
514,Q3F3,QUAD,0.7327826,0.0
515,Q3F3,QUAD,0.7327826,1.0
516,Q3F3,QUAD,0.736714,1.0
517,Q3F3,QUAD,0.736714,0.0
518,Q3F3,QUAD,0.7327826,0.0
519,Q3F3,QUAD,0.736714,0.0
520,Q3F3,QUAD,0.736714,0.0
521,Q3F3,QUAD,0.736714,1.0
522,Q3F3,QUAD,0.7406454,1.0
523,Q3F3,QUAD,0.7406454,0.0
524,Q3F3,QUAD,0.736714,0.0
525,Q3F3,QUAD,0.7406454,0.0
526,Q3F3,QUAD,0.7406454,0.0
527,Q3F3,QUAD,0.7406454,1.0
528,Q3F3,QUAD,0.7445768,1.0
529,Q3F3,QUAD,0.7445768,0.0
530,Q3F3,QUAD,0.7406454,0.0
531,Q3F3,QUAD,0.7445768,0.0
532,Q3F3,QUAD,0.7445768,0.0
533,Q3F3,QUAD,0.7445768,1.0
534,Q3F3,QUAD,0.7485082,1.0
535,Q3F3,QUAD,0.7485082,0.0
536,Q3F3,QUAD,0.7445768,0.0
537,Q3F3,QUAD,0.7485082,0.0
538,Q3F3,QUAD,0.7485082,0.0
539,Q3F3,QUAD,0.7485082,1.0
540,Q3F3,QUAD,0.7524396,1.0
541,Q3F3,QUAD,0.7524396,0.0
542,Q3F3,QUAD,0.7485082,0.0
543,Q3F3,QUAD,0.7524396,0.0
544,Q3F3,QUAD,0.7524396,0.0
545,Q3F3,QUAD,0.7524396,1.0
546,Q3F3,QUAD,0.756371,1.0
547,Q3F3,QUAD,0.756371,0.0
548,Q3F3,QUAD,0.7524396,0.0
549,Q3F3,QUAD,0.756371,0.0
550,Q3F3,QUAD,0.756371,0.0
551,Q3F3,QUAD,0.756371,1.0
552,Q3F3,QUAD,0.7603024,1.0
553,Q3F3,QUAD,0.7603024,0.0
554,Q3F3,QUAD,0.756371,0.0
555,Q3F3,QUAD,0.7603024,0.0
556,Q3F3,QUAD,0.7603024,0.0
557,Q3F3,QUAD,0.7603024,1.0
558,Q3F3,QUAD,0.7642338,1.0
559,Q3F3,QUAD,0.7642338,0.0
560,Q3F3,QUAD,0.7603024,0.0
561,Q3F3,QUAD,0.7642338,0.0
562,Q3F3,QUAD,0.7642338,0.0
563,Q3F3,QUAD,0.7642338,1.0
564,Q3F3,QUAD,0.7681652,1.0
565,Q3F3,QUAD,0.7681652,0.0
566,Q3F3,QUAD,0.7642338,0.0
567,Q3F3,QUAD,0.7681652,0.0
568,Q3F3,QUAD,0.7681652,0.0
569,Q3F3,QUAD,0.7681652,1.0
570,Q3F3,QUAD,0.7720966,1.0
571,Q3F3,QUAD,0.7720966,0.0
572,Q3F3,QUAD,0.7681652,0.0
573,Q3F3,QUAD,0.7720966,0.0
574,Q3F3,QUAD,0.7720966,0.0
575,Q3F3,QUAD,0.7720966,1.0
576,Q3F3,QUAD,0.776028,1.0
577,Q3F3,QUAD,0.776028,0.0
578,Q3F3,QUAD,0.7720966,0.0
579,Q3F3,QUAD,0.776028,0.0
580,Q3F3,QUAD,0.776028,0.0
581,Q3F3,QUAD,0.776028,1.0
582,Q3F3,QUAD,0.7799594,1.0
583,Q3F3,QUAD,0.7799594,0.0
584,Q3F3,QUAD,0.776028,0.0
